date,trip_count,temperature_max_c,temperature_min_c,temperature_mean_c,precipitation_mm,wind_speed_max_ms,humidity_percent,data_source,month,trip_count_7day_mean,trip_count_detrended
2024-12-06,2395,0.3,-1.9,-0.8,0.0,5.3,55,Open-Meteo Historical API,12,2319.8571428571427,75.14285714285734
2024-12-07,2158,4.9,-2.4,1.0,0.0,4.0,56,Open-Meteo Historical API,12,2291.8571428571427,-133.85714285714266
2024-12-08,1999,11.5,1.8,6.1,0.1,5.2,50,Open-Meteo Historical API,12,2147.4285714285716,-148.42857142857156
2024-12-09,2055,10.6,2.0,6.2,7.7,3.4,81,Open-Meteo Historical API,12,2126.5714285714284,-71.57142857142844
2024-12-10,2377,10.9,6.6,8.4,1.3,4.0,95,Open-Meteo Historical API,12,2131.285714285714,245.71428571428578
2024-12-11,1589,15.6,6.4,13.1,35.4,7.3,94,Open-Meteo Historical API,12,2106.4285714285716,-517.4285714285716
2024-12-12,2313,5.4,-1.5,1.8,0.1,7.2,55,Open-Meteo Historical API,12,2043.5714285714287,269.42857142857133
2024-12-13,2428,0.3,-3.3,-2.0,0.0,3.4,52,Open-Meteo Historical API,12,1957.4285714285713,470.57142857142867
2024-12-14,1984,0.8,-5.1,-2.4,0.0,2.3,53,Open-Meteo Historical API,12,2021.857142857143,-37.85714285714289
2024-12-15,1559,3.5,-4.4,-0.6,0.0,2.5,69,Open-Meteo Historical API,12,2134.5714285714284,-575.5714285714284
2024-12-16,1452,9.8,1.8,5.7,13.9,4.2,94,Open-Meteo Historical API,12,2182.8571428571427,-730.8571428571427
2024-12-17,2828,14.7,7.6,11.0,2.6,4.8,84,Open-Meteo Historical API,12,2112.4285714285716,715.5714285714284
2024-12-18,2378,10.1,2.0,6.5,3.0,2.8,79,Open-Meteo Historical API,12,1954.142857142857,423.8571428571429
2024-12-19,2651,6.9,1.3,4.7,2.4,4.2,71,Open-Meteo Historical API,12,1825.857142857143,825.1428571428571
2024-12-20,1935,2.8,-0.5,1.2,1.7,4.2,80,Open-Meteo Historical API,12,1776.5714285714287,158.42857142857133
2024-12-21,876,0.8,-6.2,-2.4,3.4,6.4,74,Open-Meteo Historical API,12,1459.7142857142858,-583.7142857142858
2024-12-22,661,-6.6,-11.3,-8.7,0.0,4.1,59,Open-Meteo Historical API,12,1174.5714285714287,-513.5714285714287
2024-12-23,1107,-4.1,-14.3,-9.5,0.0,2.2,59,Open-Meteo Historical API,12,920.7142857142857,186.28571428571433
2024-12-24,610,1.7,-3.5,-1.5,1.9,3.0,80,Open-Meteo Historical API,12,830.2857142857143,-220.28571428571433
2024-12-25,382,0.2,-4.6,-2.3,0.0,3.1,77,Open-Meteo Historical API,12,793.5714285714286,-411.57142857142856
2024-12-26,874,-0.2,-7.7,-4.7,0.0,2.2,69,Open-Meteo Historical API,12,892.7142857142857,-18.714285714285666
2024-12-27,1302,2.8,-8.2,-3.1,0.0,1.5,74,Open-Meteo Historical API,12,1013.1428571428571,288.8571428571429
2024-12-28,619,7.7,1.8,4.5,4.7,2.2,95,Open-Meteo Historical API,12,1173.2857142857142,-554.2857142857142
2024-12-29,1355,14.8,5.5,9.7,4.0,6.5,92,Open-Meteo Historical API,12,1305.1666666666667,49.83333333333326
2024-12-30,1950,13.3,8.1,11.6,4.2,7.3,77,Open-Meteo Historical API,12,1391.4,558.5999999999999
2024-12-31,1731,9.8,2.0,6.5,4.1,4.0,76,Open-Meteo Historical API,12,1413.75,317.25
